"","idnum","HComp.1","HComp.2","HComp.3","HComp.4","infected","trial","mouseidnum","lifespan","egg_total","hatch_total","avmaxtemp","avmintemp","avmaxhum","avminhum","havmaxtemp","havmintemp","havmaxhum","havminhum","PC1","PC2","PC3","PC4","TPC1","TPC2","TPC3","TPC4","TPC4.1"
"131",131,1.3225825613806,-0.174703810688096,-0.119790622514752,-0.0230757767388759,1,1,8,17,87,16,28.3118421052632,26.5328947368421,39.6710526315789,32.3421052631579,28.946,26.896,34.6,27.58,0.272730059981959,-0.435259633205374,-0.0501125213555481,0.0378969021249323,0.251462311602114,-0.289865266666136,-0.355339199537268,-0.133377697998705,-0.0132315322249627
"132",132,1.09062840970547,-0.873601731399692,0.59122003442304,-0.111152177351963,1,1,8,21,3,0,27.8375,26.1770833333333,44.6041666666667,36.59375,28.65,27.65,36.5,30.75,-0.855857664417985,-0.707058621928342,-0.0953015502840456,0.0845172528629565,-0.859556678823471,-0.186276093837637,-0.660552239220667,-0.246959241576814,-0.0387416660459527
"133",133,1.61148441173116,-0.0679540855460213,0.229128604669362,0.0464027969238453,1,1,8,8,25,18,28.95,27.3166666666667,32.6388888888889,27.25,28.8166666666667,27.1722222222222,32.1111111111111,27.1666666666667,1.91052000583192,-0.280996154551687,-0.217373021833829,-0.0145028878127417,1.83702723860848,-0.609292856111421,-0.169568847534118,0.159657253498285,0.00785665038021573
"134",134,1.2456431230529,-0.163483518203821,-0.176870769592188,-0.0791742166430122,1,1,8,19,87,45,28.0418604651163,26.3616279069767,42.1511627906977,34.6046511627907,28.9276595744681,26.8340425531915,35.2340425531915,27.4893617021277,-0.318191678556423,-0.573859682492889,-0.104168090291734,0.0650403068702602,-0.32965261033679,-0.23222622261405,-0.527675378086558,-0.165351338091889,-0.031074169273042
"135",135,-1.64583238279237,2.56509887631905,-0.145806957645035,0.0611746006340722,0,0,9,16,18,10,26.6276315789474,24.5302631578947,36.2236842105263,27.8289473684211,26.1896551724138,23.9,36.7241379310345,28.1379310344828,-0.931280490515418,2.10207122003043,0.00601500517891182,0.011258951027212,-0.257592231158206,2.69382328931177,0.256832070863988,0.0648936903887227,-0.0181268125666839
"136",136,-1.21006137385081,2.13939974941888,-0.00754219356385122,-0.0649550668682206,0,0,9,18,47,15,26.7847058823529,24.7364705882353,35.8941176470588,27.7647058823529,26.4849056603774,24.4716981132075,36.7169811320755,27.8867924528302,-0.722333447389302,1.93814571533272,-0.0230173665587015,0.0086348618478902,-0.0767120574069116,2.51987916428092,0.166326443206517,0.0520060921383438,-0.0111520251939755
"137",137,-1.54621160800232,2.90823832188335,-0.112408396098097,-0.0345215587674788,0,0,9,5,17,7,25.9807692307692,23.8038461538462,37.4230769230769,27.3846153846154,26.03,23.805,35.65,26.6,-1.66121340969186,2.78116751981663,0.0698704506713473,-0.0835006213947749,-0.876918599017403,3.37930218697773,0.623116834848529,0.184147756000644,0.0539718406952829
"138",138,-0.149485090528797,1.30454568604357,0.0854394941747772,-0.00959058463146939,0,0,9,23,171,88,27.285046728972,25.3747663551402,34.9532710280374,27.6542056074766,27.3643564356436,25.4881188118812,34.9306930693069,27.6831683168317,-0.0813460822806291,1.4114819474433,-0.102658362838089,0.0073925815807605,0.47534780056565,1.9687968996257,-0.121351527675704,-0.00366820689667424,0.00508886391053852
"139",139,0.0224983926768795,1.08544400303149,0.0777806203498744,0.016481554493279,0,0,9,34,91,63,27.7863636363636,25.8961038961039,35.8961038961039,28.4480519480519,27.5666666666667,25.6804597701149,34.8735632183908,27.9195402298851,0.294397288665954,0.755516797535916,-0.0569905713607305,-0.0167352620721506,0.757851425525839,1.391313098558,-0.453185081649505,-0.222297970057953,0.0592436349561381
"140",140,-0.129779452176375,1.27246565509761,0.114880052752811,0.0189414477003504,0,0,9,17,63,41,27.2708860759494,25.3873417721519,35.4430379746835,28.1139240506329,27.3761904761905,25.5253968253968,34.7619047619048,27.8571428571429,-0.15659685313113,1.33854834289484,-0.114799260492667,0.00986154208750673,0.394915848104154,1.93609253077499,-0.179011556861985,-0.0201241418403496,0.00615416600121264
"141",141,-0.284086481914572,1.35221439296757,0.141026086721449,-0.0164045556484348,0,0,9,13,44,24,27.0786885245902,25.1016393442623,35.7540983606557,28.0983606557377,27.2340425531915,25.4340425531915,35.1914893617021,27.9574468085106,-0.413637144780336,1.57273606848763,-0.0596286341711413,0.0207486818847417,0.176099921739932,2.17328804460144,-0.0390632065202083,-0.0118704619942255,-0.0105833597027351
"142",142,-2.23539980773773,1.8223530877506,0.460869490761185,-0.218330348578055,0,0,9,16,1,0,27.4648648648649,25.6148648648649,35.4054054054054,28.1621621621622,25.76,24.5,41.2,31.6,0.0516004911126132,1.11788822435063,-0.121787820887184,-0.00227475954484763,0.568317595323608,1.7205962412276,-0.292676178986011,-0.069057714052582,0.0264567348114232
"143",143,-2.23539980773773,1.8223530877506,0.460869490761185,-0.218330348578055,0,0,9,5,2,2,26.5217391304348,24.1652173913043,37.3478260869565,28.8260869565217,25.76,24.5,41.2,31.6,-1.32525509289425,2.20113738520056,0.169557706516728,0.114491236697166,-0.623713106108653,2.86708308265287,0.349686584385364,-0.07882765514651,-0.113478663412666
"144",144,-0.0372313645021171,1.22435754797624,0.0846958374804534,0.039514083536368,0,0,9,24,90,79,28.1623853211009,26.1834862385321,34.3577981651376,27.6788990825688,27.4714285714286,25.5714285714286,34.5396825396825,27.7777777777778,0.801631997169136,0.58459868379066,-0.0121653639608189,0.0361154024310782,1.22287465663243,1.13154348420977,-0.483331265482479,-0.289197997823194,0.012432536365107
"145",145,-0.26664672124266,1.42995236728202,0.063404349090709,0.0513239058924763,0,0,9,20,89,81,27.8355555555556,26.0266666666667,34.0555555555556,27.7444444444444,27.2759259259259,25.3296296296296,34.7407407407407,27.8333333333333,0.572019105333319,0.833348102191861,-0.161095599501838,0.0340511968398828,1.03313869302114,1.37664717526882,-0.429586437255487,-0.0953417807108241,-0.00301202651724276
"146",146,0.66596517842417,0.553045685776637,0.221598615983753,-0.0102935569811924,0,0,9,26,115,83,28.3139130434783,26.4939130434783,35.0695652173913,28.0260869565217,28.0375,26.3847222222222,33.9583333333333,27.7638888888889,0.948965592845849,0.262223709972407,-0.0759605311521046,-0.0436450961651849,1.32643573979205,0.859390896175819,-0.689099450757233,-0.317825907342283,0.102501067268899
"147",147,0.432171078343254,0.848872754849387,0.299836503609504,-0.113828645787064,0,0,9,11,15,10,27.8807692307692,26.1980769230769,34.5769230769231,27.8269230769231,27.7,26.1875,34.2083333333333,27.2916666666667,0.633692880323303,0.674943992596048,-0.213151425390947,-0.0435009000202711,1.07385374332017,1.24610988471012,-0.540226161539443,-0.0887717827638452,0.0784596874996475
"148",148,NA,NA,NA,NA,0,0,9,10,0,0,27.7170212765957,26.0212765957447,34.6170212765957,27.6382978723404,NA,NA,NA,NA,0.477342272627772,0.865585107180046,-0.210645496984373,-0.055609187575492,0.946543591592871,1.42604282512012,-0.44033819029272,-0.040188618281803,0.0830169841762744
"149",149,-1.29169204853211,2.04527335279311,-0.450691448896376,0.000697548971699935,1,0,10,13,35,29,26.6333333333333,24.2222222222222,38.1111111111111,28.4285714285714,26.8104166666667,24.1875,37.9791666666667,28.0625,-1.2593455275676,2.10946390915773,0.26287023500883,0.0143040475076779,-0.571991526289895,2.78049929254971,0.350569971607316,-0.17666111607175,-0.0050869806808664
"150",150,-1.01931491370357,1.81785692246291,-0.135077211162108,-0.0400862185154126,1,0,10,24,56,35,27.1956140350877,25.1377192982456,36.5087719298246,28.1754385964912,26.8277777777778,24.6555555555556,37.1777777777778,28.2111111111111,-0.395083024191736,1.44731399139711,0.032006129912454,-0.0166708390997357,0.178644187177041,2.07502338930226,-0.0667975480225215,-0.126551623544224,0.0372572618565094
"151",151,-0.230248061171937,1.26894461564933,0.0534130576299394,0.0143833705475603,1,0,10,27,79,59,27.3436507936508,25.4412698412698,35.5238095238095,28.0238095238095,27.3686746987952,25.4421686746988,35.3012048192771,28.0481927710843,-0.0908640601459753,1.27834214250517,-0.0897978142752109,-0.00539936541558733,0.45060451199421,1.87426781787043,-0.195633232675662,-0.0555040521690777,0.0249161935158064
"152",152,-1.53528796395063,2.43971146446581,-0.0572128813082073,-0.0358835276147295,1,0,10,7,24,20,26.4277777777778,24.1666666666667,38.2777777777778,28.0833333333333,26.22,24.108,36.96,27.96,-1.37506963983554,2.2554221085185,0.173877263892902,-0.0753514293078825,-0.665210283750112,2.91900101279186,0.386943063209473,-0.0531430965536159,0.0736629612941199
"153",153,-1.11853893850069,2.0951080902818,-0.0705913340461874,0.0400222352474243,1,0,10,20,54,44,26.8936842105263,24.9084210526316,36.1368421052632,27.9894736842105,26.6211267605634,24.469014084507,36.169014084507,28.056338028169,-0.619812852925911,1.75446622116484,-0.0490871442306209,-0.0122586939340109,2.45322636249767e-05,2.35972976089512,0.0549796126939845,0.0257669033302738,0.0160850002380543
"154",154,0.0939265997429231,1.02672121044152,0.12509917389282,0.00374561997640188,1,0,10,25,127,40,27.3241379310345,25.4206896551724,35.0172413793103,27.7155172413793,27.5947368421053,25.7810526315789,34.7473684210526,27.9052631578947,-0.0488100901659281,1.35790280031087,-0.102734729568551,0.0046206223624421,0.500208646958701,1.92122200402223,-0.150063949123905,-0.0180249275861347,0.0100943040188321
"155",155,-0.610257154606906,1.80709449192425,0.0247662337739018,0.0560582807040661,1,0,10,19,62,54,26.8666666666667,24.8644444444444,35.7333333333333,27.7222222222222,26.9516666666667,24.9283333333333,34.9,27.6666666666667,-0.603597717080803,1.84096039722717,-0.0497531373676526,-0.00109522678998231,0.0256539807710342,2.41830945861965,0.107875790513684,0.0530660500707586,0.000672634691928173
"156",156,-1.69567735504434,2.61129553029422,-0.101699915883087,0.0484279049024083,1,0,10,10,35,27,26.2666666666667,23.9125,36.625,27.7291666666667,26.1090909090909,23.8818181818182,36.7272727272727,28.1515151515152,-1.43386879821104,2.60645399313897,0.153383022708744,0.0648629866116133,-0.680206026162619,3.19058268517593,0.576110096092494,0.0581908048706536,-0.0831807201140932
"157",157,-0.0538910689948999,1.14999662469086,0.169118322626069,-0.0430936266640412,1,0,10,24,84,44,27.2848214285714,25.3544642857143,34.9821428571429,27.6160714285714,27.42,25.6830769230769,35.0307692307692,27.8461538461538,-0.0899049554965636,1.42515897177198,-0.087657581490793,0.00684186736481818,0.468673360827825,1.98066209741213,-0.106777701361767,-0.0130136291158663,0.00584888902985624
"158",158,-1.28311829064611,2.12673779195918,-0.0693261394227861,0.0457174477005947,1,0,10,12,45,29,26.4368421052632,24.2491228070175,36.2280701754386,28.140350877193,26.5239130434783,24.3717391304348,36.6521739130435,28.4347826086957,-1.19195026735972,2.32102554294007,0.0329559265030539,0.084859033603607,-0.481445791840983,2.92177737862442,0.371075111272239,0.0877671974206179,-0.0980290053247492
"159",159,NA,NA,NA,NA,1,0,10,1,0,0,25.7,23.5666666666667,36.8333333333333,27.6666666666667,NA,NA,NA,NA,-1.9035663736728,3.05308404377098,-0.0192363678947641,0.00103325970162654,-1.07639776640615,3.64355247123623,0.714732929284992,0.324996263943862,-0.0455650640965155
"160",160,-1.51787646614136,2.4584967584647,-0.180921378093148,0.109186843013946,1,0,10,7,36,30,26.3181818181818,23.9484848484848,36.4848484848485,28.1818181818182,26.340625,23.984375,36.4375,28.21875,-1.41886926145896,2.52902112644145,0.143953141379788,0.130668489208074,-0.674794419800742,3.13078802590568,0.523912164223084,0.0380017080420825,-0.145656405774729
"161",161,0.414599474762354,0.770415381173117,0.152647540974367,0.00870259023372627,1,0,10,27,108,97,28.2252100840336,26.3126050420168,34.7142857142857,27.781512605042,27.86,26.09375,34.275,27.8125,0.862153708588042,0.450857582662467,-0.034481061465964,-0.00709982418725391,1.26523070749113,1.01866785988288,-0.566345003195891,-0.303906744713509,0.060103663424418
"162",162,0.559801581357473,0.635708677484219,0.189428170629266,-0.00485492711280761,1,0,10,26,165,144,28.2105263157895,26.2535087719298,34.7105263157895,27.780701754386,27.9683544303797,26.2658227848101,34.1392405063291,27.7974683544304,0.826631090234804,0.491966248709279,-0.00879981060573959,0.00781027087639513,1.23592176863301,1.05743402706652,-0.533596951634769,-0.316956423268728,0.0449690074049777
"163",163,0.00937452108127568,1.1697463227294,0.116902133298828,0.00994665166042846,1,0,10,14,89,73,27.6046875,25.740625,34.625,27.953125,27.4913793103448,25.6534482758621,34.6034482758621,27.7413793103448,0.257257459848267,1.04871788387224,-0.129175870804652,0.0382513058257498,0.757036053718779,1.61601585797026,-0.317922297965023,-0.0753609074855876,-0.01288103552678
"164",164,0.307519512422657,0.954783997182274,0.115386566439839,0.0381554846962907,1,0,10,22,99,37,28.0979797979798,26.3030303030303,33.7676767676768,27.6363636363636,27.7513888888889,25.9069444444444,34.0416666666667,27.6388888888889,0.870200560008961,0.58331895080089,-0.15581883165929,0.0281884514698912,1.28912033608907,1.11564985491747,-0.545821349298397,-0.159366178244439,0.0122553060723035
"165",165,-0.120270017898568,1.29500878987124,0.0931986438444175,0.018889102287505,1,0,10,14,108,85,27.6046875,25.740625,34.625,27.953125,27.3851851851852,25.5037037037037,34.7037037037037,27.7407407407407,0.257257459848267,1.04871788387224,-0.129175870804652,0.0382513058257498,0.757036053718779,1.61601585797026,-0.317922297965023,-0.0753609074855876,-0.01288103552678
"166",166,0.588940981714106,0.526152897634984,-0.0215590517563283,0.0113312524978164,1,0,10,28,211,174,28.1927419354839,26.2975806451613,34.8629032258064,27.8790322580645,28.1846153846154,26.2038461538462,34.7596153846154,27.8269230769231,0.819247803711188,0.456110337481948,-0.044763593061703,-0.0125443337576711,1.22485581715501,1.03409920043949,-0.572414442503249,-0.295333386108945,0.0651318474583093
"167",167,-0.605094000127105,1.64929396796142,-0.00944790525071459,-0.0143721588861285,1,0,11,27,106,59,27.3464566929134,25.3377952755906,35.9133858267717,27.9763779527559,27.0357142857143,25.0190476190476,35.7738095238095,27.8095238095238,-0.162066306600348,1.31814361767503,-0.0048756646569485,-0.0113856631457808,0.386660153639832,1.92013890907359,-0.138003771288951,-0.121105003206996,0.0340729949128019
"168",168,-0.102809556320082,1.13909609010433,0.0614432418204585,0.0011907802981011,1,0,11,31,123,87,27.5472222222222,25.575,35.5277777777778,27.8958333333333,27.4857142857143,25.5848739495798,35.2773109243698,28.0336134453782,0.089784377233071,1.1216231259072,-0.0243012762476614,-0.00939585631225531,0.604721704922205,1.71091371604853,-0.239162277211779,-0.150345558446637,0.0381114864165647
"169",169,-1.71248195046734,2.50931412749675,-0.0653046529650101,0.0113676194669766,1,0,11,7,12,5,26.4277777777778,24.1666666666667,38.2777777777778,28.0833333333333,26.115,23.965,37.2,28.4,-1.37506963983554,2.2554221085185,0.173877263892902,-0.0753514293078825,-0.665210283750112,2.91900101279186,0.386943063209473,-0.0531430965536159,0.0736629612941199
"170",170,-1.60502807618218,2.33173197118229,-0.120978675702816,0.161383987679132,1,0,11,8,8,5,26.13,23.78,37.025,27.575,26.3285714285714,24.0357142857143,36.7857142857143,29.0714285714286,-1.58319446455813,2.73458584767595,0.163105604031777,0.018740170257721,-0.808169759075942,3.32295711101587,0.644041030821959,0.084372883667118,-0.0414680020032604
"171",171,-1.37210735060039,2.3884674856151,0.0124264113790743,-0.0494853779476531,1,0,11,15,33,21,26.5472222222222,24.3972222222222,36.375,27.8055555555556,26.275,24.2625,36.425,27.7,-1.04530388740302,2.20817802705601,0.0389575213167507,0.0162853776915601,-0.354447498941181,2.80046412083878,0.324320926108822,0.0618196086069155,-0.0254109365574685
"172",172,NA,NA,NA,NA,1,0,11,3,0,0,26.06875,23.81875,35.8125,26.4375,NA,NA,NA,NA,-1.41380550135534,2.91754991057364,0.0832197119789197,-0.0341195576756983,-0.624357367681967,3.41251099824631,0.73539447383969,0.224843305869937,-0.00325686828365419
"173",173,0.0629191794177203,0.970545902514464,0.165038034190628,-0.00350776396855601,1,0,11,20,72,58,27.1542553191489,25.236170212766,35.436170212766,27.8510638297872,27.5765625,25.825,34.984375,28.171875,-0.266482542837241,1.50300720853728,-0.094426819513288,-0.00245365838779876,0.30889198017355,2.084251559338,-0.0813722223563353,0.00746556697077938,0.0126694197434489
"174",174,-0.103901157308333,1.15831273908633,0.0888850273372059,0.0070899558930908,1,0,11,23,94,60,27.3383177570093,25.4616822429907,34.8598130841121,27.6542056074766,27.4585365853659,25.5890243902439,35.1341463414634,28.0365853658537,-0.00553565614100132,1.34292637409311,-0.122841394913097,0.00209207990095983,0.539964937480277,1.89929552943608,-0.164117265239485,-0.00235221521489382,0.0118772706370829
"175",175,-2.00364015173802,2.34016235860649,-0.0673786287761761,-0.137236749926686,1,0,11,7,7,5,26.1205882352941,23.8735294117647,36.7058823529412,28.0882352941176,26.0142857142857,23.9642857142857,39.5,29.1428571428571,-1.56512857426672,2.65607782447367,0.0654514669261661,0.0731305276617175,-0.799461680714009,3.2635423199228,0.549470015327068,0.142106162762007,-0.0971615479071822
"176",176,NA,NA,NA,NA,1,0,11,3,0,0,25.8875,23.8375,38.4375,28.8125,NA,NA,NA,NA,-1.88762452883861,2.61010594076858,-0.0223911778782542,-0.0431142093413376,-1.11292289071997,3.31743335657229,0.450496150760798,0.195589337204302,0.019147411801913
"177",177,0.165700334522749,0.992630432679706,0.172849753239147,-0.0159563019927213,1,0,11,25,62,56,28.1517857142857,26.1732142857143,34.5267857142857,27.75,27.6092592592593,25.8703703703704,34.5740740740741,27.7962962962963,0.77323195454607,0.578569612325019,-0.00814603399537223,0.0300803105449348,1.19497601660221,1.13459646128896,-0.487744654906621,-0.295722530040612,0.0191991573629182
